BUS UID,Bus ID,Name of Bus,ID,Status,Gen MW,PMin MW,PMax MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Price $/MMBTU,IOD,AVR,RegBus Num,Fuel,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model,GEN UID,Unit Type,Ramp Rate MW/Min,Min Up Time Hr,Min Down Time Hr,Unit Group,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fixed Cost($/hr),MW Break 1,MWh Price 1,MW Break 2,MWh Price 2,MW Break 3,MWh Price 3,MW Break 4,MWh Price 4,MW Break 5,MWh Price 5
149_1,149,WICKETT 1 10 149,1,Closed,43.51,43.51,255.0,YES,5,10.0,0.01,0.0,1.0,0,YES,16,SUN (Solar),1.04,-82.13,95.13,YES,255.0,Piecewise Linear,SolarPhotovoltaic_149_1,Solar Photovoltaic,1.7094,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,564.13,43.51,11.08,85.81,11.93,128.11,12.77,170.4,13.62,212.7,14.47
150_PA,150,WICKETT 1 10 150,PA,Closed,43.51,43.51,255.0,YES,5,10.0,0.01,0.0,1.0,0,YES,16,SUN (Solar),1.04,-82.13,95.13,YES,255.0,Piecewise Linear,SolarPhotovoltaic_150_PA,Solar Photovoltaic,1.7094,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,564.13,43.51,11.08,85.81,11.93,128.11,12.77,170.4,13.62,212.7,14.47
151_PP,151,WICKETT 1 10 151,PP,Closed,68.21,68.21,196.74,YES,5,10.0,0.01,0.0,1.0,0,YES,16,SUN (Solar),1.04,-55.21,95.31,YES,195.74,Piecewise Linear,SolarPhotovoltaic_151_PP,Solar Photovoltaic,1.3398,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,917.19,68.21,11.49,93.92,12.01,119.62,12.52,145.33,13.04,171.03,13.55
152_1,152,TRINIDAD 5 6 152,1,Closed,127.5,25.87,127.5,YES,5,10.0,0.01,0.0,1.0,0,YES,17,SUN (Solar),1.04,-38.14,58.13,YES,127.5,Piecewise Linear,SolarPhotovoltaic_152_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.42,25.87,10.62,46.2,11.03,66.52,11.43,86.85,11.84,107.17,12.25
153_PA,153,TRINIDAD 5 6 153,PA,Closed,127.5,25.87,127.5,YES,5,10.0,0.01,0.0,1.0,0,YES,17,SUN (Solar),1.04,-38.14,58.13,YES,127.5,Piecewise Linear,SolarPhotovoltaic_153_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.42,25.87,10.62,46.2,11.03,66.52,11.43,86.85,11.84,107.17,12.25
154_PP,154,TRINIDAD 5 6 154,PP,Closed,97.87,33.53,97.87,YES,5,10.0,0.01,0.0,1.0,0,YES,17,SUN (Solar),1.04,-24.82,49.72,YES,97.87,Piecewise Linear,SolarPhotovoltaic_154_PP,Solar Photovoltaic,0.6798,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,421.13,33.53,10.73,46.4,10.99,59.27,11.25,72.13,11.51,85.0,11.76
155_1,155,WHITEWRIGHT 2 3 155,1,Closed,27.31,27.31,82.5,YES,5,10.0,0.01,0.0,1.0,0,YES,18,SUN (Solar),1.04,-21.21,38.72,YES,82.5,Piecewise Linear,SolarPhotovoltaic_155_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.74,27.31,10.6,38.35,10.82,49.39,11.04,60.42,11.26,71.46,11.48
156_PA,156,WHITEWRIGHT 2 3 156,PA,Closed,27.31,27.31,82.5,YES,5,10.0,0.01,0.0,1.0,0,YES,18,SUN (Solar),1.04,-20.31,39.42,YES,82.5,Piecewise Linear,SolarPhotovoltaic_156_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.74,27.31,10.6,38.35,10.82,49.39,11.04,60.42,11.26,71.46,11.48
157_PP,157,WHITEWRIGHT 2 3 157,PP,Closed,19.21,19.21,63.33,YES,5,10.0,0.01,0.0,1.0,0,YES,18,SUN (Solar),1.04,-20.12,30.88,YES,63.33,Piecewise Linear,SolarPhotovoltaic_157_PP,Solar Photovoltaic,0.4884,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,234.38,19.21,10.43,28.03,10.6,36.86,10.78,45.68,10.96,54.51,11.13
158_1,158,GALENA PARK 21 6 158,1,Closed,196.0,97.13,196.0,YES,5,10.0,0.01,0.0,1.0,0,YES,19,NG (Natural Gas),1.04,-57.13,91.71,YES,196.0,Piecewise Linear,OnshoreWindTurbine_158_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.42,97.13,12.04,116.9,12.44,136.68,12.83,156.45,13.23,176.23,13.62
159_PA,159,GALENA PARK 21 6 159,PA,Closed,196.0,97.13,196.0,YES,5,10.0,0.01,0.0,1.0,0,YES,19,NG (Natural Gas),1.04,-57.13,91.71,YES,196.0,Piecewise Linear,OnshoreWindTurbine_159_PA,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.42,97.13,12.04,116.9,12.44,136.68,12.83,156.45,13.23,176.23,13.62
160_PP,160,GALENA PARK 21 6 160,PP,Closed,61.89,20.93,61.89,YES,5,10.0,0.01,0.0,1.0,0,YES,19,NG (Natural Gas),1.04,-19.99,32.05,YES,61.89,Piecewise Linear,OnshoreWindTurbine_160_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.13,20.93,10.46,29.12,10.62,37.31,10.79,45.51,10.95,53.7,11.11
161_1,161,MC CAMEY 4 4 161,1,Closed,35.13,35.13,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,20,SUN (Solar),1.0,-61.13,81.23,YES,200.0,Piecewise Linear,SolarPhotovoltaic_161_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.68,35.13,10.87,68.1,11.53,101.08,12.19,134.05,12.85,167.03,13.51
162_PA,162,MC CAMEY 4 4 162,PA,Closed,35.13,35.13,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,20,SUN (Solar),1.0,-61.13,81.23,YES,200.0,Piecewise Linear,SolarPhotovoltaic_162_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.68,35.13,10.87,68.1,11.53,101.08,12.19,134.05,12.85,167.03,13.51
163_PP,163,MC CAMEY 4 4 163,PP,Closed,56.13,56.13,153.52,YES,5,10.0,0.01,0.0,1.0,0,YES,20,SUN (Solar),1.0,-47.01,77.31,YES,153.52,Piecewise Linear,SolarPhotovoltaic_163_PP,Solar Photovoltaic,1.089,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,736.84,56.13,11.22,75.61,11.61,95.09,12.0,114.56,12.39,134.04,12.78
164_1,164,ODESSA 19 9 164,1,Closed,12.83,12.83,50.0,YES,5,10.0,0.01,0.0,1.0,0,YES,21,WND (Wind),1.04,-14.51,19.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_164_1,Onshore Wind Turbine,10.0,1,1,Onshore Wind Turbine,0.1666666666666666,0.0833333333333333,0.0416666666666666,1457.4,1122.5,452.8,0.0,154.52,12.83,10.29,20.26,10.44,27.7,10.59,35.13,10.74,42.57,10.89
165_PA,165,ODESSA 19 9 165,PA,Closed,12.83,12.83,50.0,YES,5,10.0,0.01,0.0,1.0,0,YES,21,WND (Wind),1.04,-14.51,19.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_165_PA,Onshore Wind Turbine,10.0,1,1,Onshore Wind Turbine,0.1666666666666666,0.0833333333333333,0.0416666666666666,1457.4,1122.5,452.8,0.0,154.52,12.83,10.29,20.26,10.44,27.7,10.59,35.13,10.74,42.57,10.89
166_PB,166,ODESSA 19 9 166,PB,Closed,12.83,12.83,50.0,YES,5,10.0,0.01,0.0,1.0,0,YES,21,WND (Wind),1.04,-14.51,19.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_166_PB,Onshore Wind Turbine,10.0,1,1,Onshore Wind Turbine,0.1666666666666666,0.0833333333333333,0.0416666666666666,1457.4,1122.5,452.8,0.0,154.52,12.83,10.29,20.26,10.44,27.7,10.59,35.13,10.74,42.57,10.89
167_PC,167,ODESSA 19 9 167,PC,Closed,12.83,12.83,50.0,YES,5,10.0,0.01,0.0,1.0,0,YES,21,WND (Wind),1.04,-14.51,19.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_167_PC,Onshore Wind Turbine,10.0,1,1,Onshore Wind Turbine,0.1666666666666666,0.0833333333333333,0.0416666666666666,1457.4,1122.5,452.8,0.0,154.52,12.83,10.29,20.26,10.44,27.7,10.59,35.13,10.74,42.57,10.89
168_PP,168,ODESSA 19 9 168,PP,Closed,5.21,5.21,23.81,YES,5,10.0,0.01,0.0,1.0,0,YES,21,WND (Wind),1.04,-7.21,12.81,YES,23.81,Piecewise Linear,OnshoreWindTurbine_168_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,12.0,6.0,3.0,0.0,0.0,0.0,0.0,61.71,5.21,10.12,8.93,10.2,12.65,10.27,16.37,10.35,20.09,10.42
169_1,169,NOLAN 4 4 169,1,Closed,166.51,103.41,418.9,YES,5,10.0,0.01,0.0,1.0,0,YES,22,WND (Wind),1.04,-107.81,207.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_169_1,Onshore Wind Turbine,1.092,24,12,Onshore Wind Turbine,12.0,6.0,3.0,45437.0,36480.0,27540.0,0.0,1498.3,103.41,12.38,166.51,13.65,229.61,14.91,292.7,16.17,355.8,17.43
170_PA,170,NOLAN 4 4 170,PA,Closed,135.22,103.41,418.9,YES,5,10.0,0.01,0.0,1.0,0,YES,22,WND (Wind),1.04,-107.81,207.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_170_PA,Onshore Wind Turbine,1.092,24,12,Onshore Wind Turbine,12.0,6.0,3.0,45437.0,36480.0,27540.0,0.0,1498.3,103.41,12.38,166.51,13.65,229.61,14.91,292.7,16.17,355.8,17.43
171_PB,171,NOLAN 4 4 171,PB,Closed,134.96,103.41,418.9,YES,5,10.0,0.01,0.0,1.0,0,YES,22,WND (Wind),1.04,-107.81,207.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_171_PB,Onshore Wind Turbine,1.092,24,12,Onshore Wind Turbine,12.0,6.0,3.0,45437.0,36480.0,27540.0,0.0,1498.3,103.41,12.38,166.51,13.65,229.61,14.91,292.7,16.17,355.8,17.43
172_PC,172,NOLAN 4 4 172,PC,Closed,134.96,103.41,418.9,YES,5,10.0,0.01,0.0,1.0,0,YES,22,WND (Wind),1.04,-107.81,207.81,YES,10.0,Piecewise Linear,OnshoreWindTurbine_172_PC,Onshore Wind Turbine,1.092,24,12,Onshore Wind Turbine,12.0,6.0,3.0,45437.0,36480.0,27540.0,0.0,1498.3,103.41,12.38,166.51,13.65,229.61,14.91,292.7,16.17,355.8,17.43
173_PP,173,NOLAN 4 4 173,PP,Closed,155.3,52.13,199.51,YES,5,10.0,0.01,0.0,1.0,0,YES,22,WND (Wind),1.04,-52.13,72.18,YES,199.51,Piecewise Linear,OnshoreWindTurbine_173_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.5,52.13,11.19,81.61,11.78,111.08,12.37,140.56,12.96,170.03,13.55
174_1,174,FAIRFIELD 5 8 174,1,Closed,200.0,90.83,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,23,NG (Natural Gas),1.04,-57.13,94.23,YES,200.0,Piecewise Linear,NaturalGasSteamTurbine_174_1,Natural Gas Steam Turbine,1.08,8,8,U200,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1267.36,90.83,11.93,112.66,12.36,134.5,12.8,156.33,13.24,178.17,13.67
175_PA,175,FAIRFIELD 5 8 175,PA,Closed,200.0,90.83,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,23,NG (Natural Gas),1.04,-57.13,94.23,YES,200.0,Piecewise Linear,NaturalGasSteamTurbine_175_PA,Natural Gas Steam Turbine,1.08,8,8,U200,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1267.36,90.83,11.93,112.66,12.36,134.5,12.8,156.33,13.24,178.17,13.67
176_PP,176,FAIRFIELD 5 8 176,PP,Closed,61.89,19.7,61.89,YES,5,10.0,0.01,0.0,1.0,0,YES,23,NG (Natural Gas),1.04,-19.82,31.82,YES,61.89,Piecewise Linear,NaturalGasFiredCombinedCycle_176_PP,Natural Gas Fired Combined Cycle,0.4884,4,4,U62,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,240.54,19.7,10.44,28.14,10.6,36.58,10.77,45.01,10.94,53.45,11.11
177_1,177,AUSTIN 55 3 177,1,Closed,91.41,91.41,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,24,NG (Natural Gas),1.04,-59.13,92.54,YES,200.0,Piecewise Linear,NaturalGasSteamTurbine_177_1,Natural Gas Steam Turbine,1.08,8,8,U200,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1276.64,91.41,11.94,113.13,12.37,134.85,12.81,156.56,13.24,178.28,13.67
178_PA,178,AUSTIN 55 3 178,PA,Closed,91.41,91.41,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,24,NG (Natural Gas),1.04,-59.13,92.54,YES,200.0,Piecewise Linear,NaturalGasSteamTurbine_178_PA,Natural Gas Steam Turbine,1.08,8,8,U200,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1276.64,91.41,11.94,113.13,12.37,134.85,12.81,156.56,13.24,178.28,13.67
179_PP,179,AUSTIN 55 3 179,PP,Closed,24.69,20.03,61.89,YES,5,10.0,0.01,0.0,1.0,0,YES,24,NG (Natural Gas),1.04,-19.46,31.91,YES,61.89,Piecewise Linear,NaturalGasFiredCombinedCycle_179_PP,Natural Gas Fired Combined Cycle,0.4884,4,4,U62,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,244.72,20.03,10.44,28.4,10.61,36.77,10.78,45.15,10.94,53.52,11.11
180_1,180,MUENSTER 6 4 180,1,Closed,66.02,35.13,180.1,YES,5,10.0,0.01,0.0,1.0,0,YES,25,WND (Wind),1.04,-57.13,89.94,YES,180.1,Piecewise Linear,OnshoreWindTurbine_180_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.86,35.13,10.85,64.12,11.43,93.12,12.01,122.11,12.59,151.11,13.17
181_PA,181,MUENSTER 6 4 181,PA,Closed,69.41,35.13,180.1,YES,5,10.0,0.01,0.0,1.0,0,YES,25,WND (Wind),1.04,-57.13,89.94,YES,180.1,Piecewise Linear,OnshoreWindTurbine_181_PA,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.86,35.13,10.85,64.12,11.43,93.12,12.01,122.11,12.59,151.11,13.17
182_PB,182,MUENSTER 6 4 182,PB,Closed,64.12,35.13,180.1,YES,5,10.0,0.01,0.0,1.0,0,YES,25,WND (Wind),1.04,-57.13,89.94,YES,180.1,Piecewise Linear,OnshoreWindTurbine_182_PB,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.86,35.13,10.85,64.12,11.43,93.12,12.01,122.11,12.59,151.11,13.17
183_PC,183,MUENSTER 6 4 183,PC,Closed,64.12,35.13,180.1,YES,5,10.0,0.01,0.0,1.0,0,YES,25,WND (Wind),1.04,-57.13,89.94,YES,180.1,Piecewise Linear,OnshoreWindTurbine_183_PC,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.86,35.13,10.85,64.12,11.43,93.12,12.01,122.11,12.59,151.11,13.17
184_PP,184,MUENSTER 6 4 184,PP,Closed,71.57,38.41,85.78,YES,5,10.0,0.01,0.0,1.0,0,YES,25,WND (Wind),1.04,-22.88,44.13,YES,85.78,Piecewise Linear,OnshoreWindTurbine_184_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.05,38.41,10.82,47.88,11.01,57.36,11.19,66.83,11.38,76.31,11.57
185_1,185,ANDREWS 3 3 185,1,Closed,99.13,99.13,300.0,YES,5,10.0,0.01,0.0,1.0,0,YES,26,SUN (Solar),1.04,-95.21,143.12,YES,300.0,Piecewise Linear,SolarPhotovoltaic_185_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.06,99.13,12.18,139.3,12.99,179.48,13.79,219.65,14.59,259.83,15.4
186_PA,186,ANDREWS 3 3 186,PA,Closed,99.13,99.13,300.0,YES,5,10.0,0.01,0.0,1.0,0,YES,26,SUN (Solar),1.04,-95.21,143.12,YES,300.0,Piecewise Linear,SolarPhotovoltaic_186_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.06,99.13,12.18,139.3,12.99,179.48,13.79,219.65,14.59,259.83,15.4
187_PP,187,ANDREWS 3 3 187,PP,Closed,65.21,65.21,230.29,YES,5,10.0,0.01,0.0,1.0,0,YES,26,SUN (Solar),1.04,-68.21,111.21,YES,230.29,Piecewise Linear,SolarPhotovoltaic_187_PP,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.06,65.21,11.47,98.23,12.13,131.24,12.79,164.26,13.45,197.27,14.11
188_1,188,GOREE 1 3 188,1,Closed,42.13,42.13,242.8,YES,5,10.0,0.01,0.0,1.0,0,YES,27,WND (Wind),1.04,-68.13,92.31,YES,242.8,Piecewise Linear,OnshoreWindTurbine_188_1,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,544.35,42.13,11.04,82.26,11.85,122.4,12.65,162.53,13.45,202.67,14.25
189_PA,189,GOREE 1 3 189,PA,Closed,42.13,42.13,242.8,YES,5,10.0,0.01,0.0,1.0,0,YES,27,WND (Wind),1.04,-68.13,92.31,YES,242.8,Piecewise Linear,OnshoreWindTurbine_189_PA,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,544.35,42.13,11.04,82.26,11.85,122.4,12.65,162.53,13.45,202.67,14.25
190_PB,190,GOREE 1 3 190,PB,Closed,42.13,42.13,242.8,YES,5,10.0,0.01,0.0,1.0,0,YES,27,WND (Wind),1.04,-68.13,92.31,YES,242.8,Piecewise Linear,OnshoreWindTurbine_190_PB,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,544.35,42.13,11.04,82.26,11.85,122.4,12.65,162.53,13.45,202.67,14.25
191_PC,191,GOREE 1 3 191,PC,Closed,42.13,42.13,242.8,YES,5,10.0,0.01,0.0,1.0,0,YES,27,WND (Wind),1.04,-68.13,92.31,YES,242.8,Piecewise Linear,OnshoreWindTurbine_191_PC,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,544.35,42.13,11.04,82.26,11.85,122.4,12.65,162.53,13.45,202.67,14.25
192_PP,192,GOREE 1 3 192,PP,Closed,39.41,39.41,115.64,YES,5,10.0,0.01,0.0,1.0,0,YES,27,WND (Wind),1.04,-32.41,49.13,YES,115.64,Piecewise Linear,OnshoreWindTurbine_192_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.96,39.41,10.86,54.66,11.17,69.9,11.47,85.15,11.78,100.39,12.08
193_1,193,WHITEWRIGHT 2 4 193,1,Closed,35.18,35.18,135.0,YES,5,10.0,0.01,0.0,1.0,0,YES,28,SUN (Solar),1.04,-37.13,58.91,YES,135.0,Piecewise Linear,SolarPhotovoltaic_193_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.68,35.18,10.8,55.14,11.2,75.11,11.6,95.07,12.0,115.04,12.4
194_PA,194,WHITEWRIGHT 2 4 194,PA,Closed,35.18,35.18,135.0,YES,5,10.0,0.01,0.0,1.0,0,YES,28,SUN (Solar),1.04,-37.13,58.91,YES,135.0,Piecewise Linear,SolarPhotovoltaic_194_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.68,35.18,10.8,55.14,11.2,75.11,11.6,95.07,12.0,115.04,12.4
195_PP,195,WHITEWRIGHT 2 4 195,PP,Closed,39.41,39.41,103.63,YES,5,10.0,0.01,0.0,1.0,0,YES,28,SUN (Solar),1.04,-32.21,48.81,YES,103.63,Piecewise Linear,SolarPhotovoltaic_195_PP,Solar Photovoltaic,20.8,1,1,Solar Photovoltaic,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,500.4,39.41,10.85,52.25,11.11,65.1,11.37,77.94,11.62,90.79,11.88
196_1,196,MUENSTER 6 5 196,1,Closed,60.0,17.51,60.0,YES,5,10.0,0.01,0.0,1.0,0,YES,29,SUN (Solar),1.0,-18.21,30.89,YES,60.0,Piecewise Linear,SolarPhotovoltaic_196_1,Solar Photovoltaic,0.3294,8,8,Solar Photovoltaic,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,212.91,17.51,10.39,26.01,10.56,34.51,10.73,43.0,10.9,51.5,11.07
197_PA,197,MUENSTER 6 5 197,PA,Closed,60.0,17.51,60.0,YES,5,10.0,0.01,0.0,1.0,0,YES,29,SUN (Solar),1.0,-18.21,30.89,YES,60.0,Piecewise Linear,SolarPhotovoltaic_197_PA,Solar Photovoltaic,0.3294,8,8,Solar Photovoltaic,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,212.91,17.51,10.39,26.01,10.56,34.51,10.73,43.0,10.9,51.5,11.07
198_PP,198,MUENSTER 6 5 198,PP,Closed,46.06,16.21,46.06,YES,5,10.0,0.01,0.0,1.0,0,YES,29,SUN (Solar),1.0,-13.45,23.52,YES,46.06,Piecewise Linear,SolarPhotovoltaic_198_PP,Solar Photovoltaic,0.30228,4,4,Solar Photovoltaic,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,196.37,16.21,10.35,22.18,10.47,28.15,10.59,34.12,10.71,40.09,10.83
199_1,199,TRINIDAD 5 7 199,1,Closed,60.0,17.13,60.0,YES,5,10.0,0.01,0.0,1.0,0,YES,30,SUN (Solar),1.0,-19.31,32.13,YES,60.0,Piecewise Linear,SolarPhotovoltaic_199_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.15,17.13,10.39,25.7,10.56,34.28,10.73,42.85,10.9,51.43,11.07
200_PA,200,TRINIDAD 5 7 200,PA,Closed,60.0,17.13,60.0,YES,5,10.0,0.01,0.0,1.0,0,YES,30,SUN (Solar),1.0,-19.31,32.13,YES,60.0,Piecewise Linear,SolarPhotovoltaic_200_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.15,17.13,10.39,25.7,10.56,34.28,10.73,42.85,10.9,51.43,11.07
201_PP,201,TRINIDAD 5 7 201,PP,Closed,46.06,16.88,46.06,YES,5,10.0,0.01,0.0,1.0,0,YES,30,SUN (Solar),1.0,-12.89,24.01,YES,46.06,Piecewise Linear,SolarPhotovoltaic_201_PP,Solar Photovoltaic,9.4,1,1,Solar Photovoltaic,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,204.74,16.88,10.37,22.72,10.48,28.55,10.6,34.39,10.72,40.22,10.83
202_1,202,MATHIS 4 4 202,1,Closed,82.13,82.13,239.6,YES,5,10.0,0.01,0.0,1.0,0,NO,31,WND (Wind),1.04,-63.13,108.21,YES,239.6,Piecewise Linear,OnshoreWindTurbine_202_1,Onshore Wind Turbine,1.6698,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1133.89,82.13,11.8,113.62,12.43,145.12,13.06,176.61,13.69,208.11,14.32
203_PA,203,MATHIS 4 4 203,PA,Closed,82.13,82.13,239.6,YES,5,10.0,0.01,0.0,1.0,0,NO,31,WND (Wind),1.04,-63.13,108.21,YES,239.6,Piecewise Linear,OnshoreWindTurbine_203_PA,Onshore Wind Turbine,1.6698,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1133.89,82.13,11.8,113.62,12.43,145.12,13.06,176.61,13.69,208.11,14.32
204_PB,204,MATHIS 4 4 204,PB,Closed,82.13,82.13,239.6,YES,5,10.0,0.01,0.0,1.0,0,NO,31,WND (Wind),1.04,-63.13,108.21,YES,239.6,Piecewise Linear,OnshoreWindTurbine_204_PB,Onshore Wind Turbine,1.6698,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1133.89,82.13,11.8,113.62,12.43,145.12,13.06,176.61,13.69,208.11,14.32
205_PC,205,MATHIS 4 4 205,PC,Closed,82.13,82.13,239.6,YES,5,10.0,0.01,0.0,1.0,0,NO,31,WND (Wind),1.04,-63.13,108.21,YES,239.6,Piecewise Linear,OnshoreWindTurbine_205_PC,Onshore Wind Turbine,1.6698,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1133.89,82.13,11.8,113.62,12.43,145.12,13.06,176.61,13.69,208.11,14.32
206_PP,206,MATHIS 4 4 206,PP,Closed,42.13,42.13,114.12,YES,5,10.0,0.01,0.0,1.0,0,NO,31,WND (Wind),1.04,-34.81,53.13,YES,114.12,Piecewise Linear,OnshoreWindTurbine_206_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,42.13,10.91,56.53,11.2,70.93,11.49,85.32,11.78,99.72,12.07
207_1,207,PENITAS 2 6 207,1,Closed,34.21,34.21,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,32,WND (Wind),1.04,-62.31,89.12,YES,200.0,Piecewise Linear,OnshoreWindTurbine_207_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.28,34.21,10.85,67.37,11.51,100.53,12.18,133.68,12.84,166.84,13.5
208_PA,208,PENITAS 2 6 208,PA,Closed,34.21,34.21,200.0,YES,5,10.0,0.01,0.0,1.0,0,YES,32,WND (Wind),1.04,-62.31,89.12,YES,200.0,Piecewise Linear,OnshoreWindTurbine_208_PA,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.28,34.21,10.85,67.37,11.51,100.53,12.18,133.68,12.84,166.84,13.5
